project_name,gen_tech,load_zone,full_load_heat_rate,connect_cost_per_mw,variable_o_m,forced_outage_rate,scheduled_outage_rate,capacity_limit_mw,start_year,capacity_mw,overnight_cost,fixed_o_m,project_id,being_built,fuel_code,fuel_oil,balancing_area
ch_cfe_06,hydroelectric,02-oriental,0.00,0.00,,,1.00,353.10,A_partir_de_2019,353.10,,,1212.00,optimization,,,35-acapulco
ch_cfe_07,hydroelectric,02-oriental,0.00,0.00,,,1.00,179.30,A_partir_de_2019,179.30,,,1213.00,optimization,,,35-acapulco
ch_cfe_12,hydroelectric,02-oriental,0.00,0.00,,,1.00,421.40,A_partir_de_2019,421.40,,,1214.00,optimization,,,36-temascal
ch_cfe_10,hydroelectric,02-oriental,0.00,0.00,,,1.00,93.90,A_partir_de_2019,93.90,,,1215.00,optimization,,,33-veracruz
ch_cfe_05,hydroelectric,02-oriental,0.00,0.00,,,1.00,327.50,A_partir_de_2019,327.50,,,1216.00,optimization,,,39-grijalva
ch_cfe_11,hydroelectric,02-oriental,0.00,0.00,,,1.00,41.50,A_partir_de_2019,41.50,,,1217.00,optimization,,,32-poza_rica
ch_cfe_03,hydroelectric,02-oriental,0.00,0.00,,,1.00,0.00,2018.00,0.00,,,1218.00,rehabilitation_modernization,,,36-temascal
ch_gco_09,hydroelectric,03-occidental,0.00,0.00,,,1.00,3.30,A_partir_de_2019,3.30,,,1219.00,generic_project,,,25-san_luis_potosi
ch_gco_06,hydroelectric,02-oriental,0.00,0.00,,,1.00,178.90,A_partir_de_2019,178.90,,,1220.00,generic_project,,,35-acapulco
ch_gco_10,hydroelectric,01-central,0.00,0.00,,,1.00,29.80,A_partir_de_2019,29.80,,,1221.00,generic_project,,,31-central
ch_gco_08,hydroelectric,02-oriental,0.00,0.00,,,1.00,218.10,A_partir_de_2019,218.10,,,1222.00,generic_project,,,37-coatzacoalcos
ch_gco_11,hydroelectric,04-noroeste,0.00,0.00,,,1.00,1.80,A_partir_de_2019,1.80,,,1223.00,generic_project,,,05-culiacan
ch_gco_12,hydroelectric,02-oriental,0.00,0.00,,,1.00,33.40,A_partir_de_2019,33.40,,,1224.00,generic_project,,,39-grijalva
ch_gco_01-ch_gco_02_2/,hydroelectric,02-oriental,0.00,0.00,,,1.00,369.00,A_partir_de_2019,369.00,,,1225.00,generic_project,,,39-grijalva
ch_gco_03,hydroelectric,02-oriental,0.00,0.00,,,1.00,298.00,A_partir_de_2019,298.00,,,1226.00,generic_project,,,39-grijalva
ch_gco_13,hydroelectric,03-occidental,0.00,0.00,,,1.00,39.80,A_partir_de_2019,39.80,,,1227.00,generic_project,,,23-guadalajara
ch_gco_14,hydroelectric,04-noroeste,0.00,0.00,,,1.00,2.20,A_partir_de_2019,2.20,,,1228.00,generic_project,,,01-hermosillo
ch_gco_15,hydroelectric,06-noreste,0.00,0.00,,,1.00,4.10,A_partir_de_2019,4.10,,,1229.00,generic_project,,,19-huasteca
ch_gco_16,hydroelectric,05-norte,0.00,0.00,,,1.00,28.30,A_partir_de_2019,28.30,,,1230.00,generic_project,,,11-laguna
ch_gco_17,hydroelectric,04-noroeste,0.00,0.00,,,1.00,6.60,A_partir_de_2019,6.60,,,1231.00,generic_project,,,04-los_mochis
ch_gco_18,hydroelectric,02-oriental,0.00,0.00,,,1.00,4.00,A_partir_de_2019,4.00,,,1232.00,generic_project,,,32-poza_rica
ch_gco_19,hydroelectric,02-oriental,0.00,0.00,,,1.00,36.30,A_partir_de_2019,36.30,,,1233.00,generic_project,,,34-puebla
ch_gco_04,hydroelectric,02-oriental,0.00,0.00,,,1.00,65.90,A_partir_de_2019,65.90,,,1234.00,generic_project,,,38-tabasco
ch_gco_20,hydroelectric,06-noreste,0.00,0.00,,,1.00,3.70,A_partir_de_2019,3.70,,,1235.00,generic_project,,,20-tamazunchale
ch_gco_05,hydroelectric,02-oriental,0.00,0.00,,,1.00,150.90,A_partir_de_2019,150.90,,,1236.00,generic_project,,,36-temascal
ch_gco_21,hydroelectric,03-occidental,0.00,0.00,,,1.00,31.20,A_partir_de_2019,31.20,,,1237.00,generic_project,,,22-tepic
ch_gco_07,hydroelectric,02-oriental,0.00,0.00,,,1.00,133.50,A_partir_de_2019,133.50,,,1238.00,generic_project,,,33-veracruz
ch_pp_09,hydroelectric,02-oriental,0.00,0.00,,,1.00,22.70,2016.00,22.70,,,1239.00,firm_project,,,33-veracruz
ch_pp_13,hydroelectric,02-oriental,0.00,0.00,,,1.00,4.80,2017.00,4.80,,,1240.00,firm_project,,,32-poza_rica
ch_pp_11,hydroelectric,03-occidental,0.00,0.00,,,1.00,4.60,2016.00,4.60,,,1241.00,firm_project,,,23-guadalajara
ch_pp_12,hydroelectric,03-occidental,0.00,0.00,,,1.00,6.10,2016.00,6.10,,,1242.00,firm_project,,,23-guadalajara
ch_pp_14,hydroelectric,02-oriental,0.00,0.00,,,1.00,16.10,A_partir_de_2019,16.10,,,1243.00,optimization,,,32-poza_rica
ch_pp_15,hydroelectric,01-central,0.00,0.00,,,1.00,23.00,A_partir_de_2019,23.00,,,1244.00,optimization,,,31-central
ch_pp_16,hydroelectric,02-oriental,0.00,0.00,,,1.00,3.10,A_partir_de_2019,3.10,,,1245.00,optimization,,,35-acapulco
ch_pp_17,hydroelectric,02-oriental,0.00,0.00,,,1.00,14.60,A_partir_de_2019,14.60,,,1246.00,optimization,,,32-poza_rica
ch_pp_18,hydroelectric,02-oriental,0.00,0.00,,,1.00,33.90,A_partir_de_2019,33.90,,,1247.00,optimization,,,32-poza_rica
ch_pp_19,hydroelectric,03-occidental,0.00,0.00,,,1.00,5.80,A_partir_de_2019,5.80,,,1248.00,optimization,,,23-guadalajara
ch_pp_20,hydroelectric,02-oriental,0.00,0.00,,,1.00,3.80,A_partir_de_2019,3.80,,,1249.00,optimization,,,32-poza_rica
ch_pp_21,hydroelectric,05-norte,0.00,0.00,,,1.00,3.10,A_partir_de_2019,3.10,,,1250.00,optimization,,,09-chihuahua
ch_pp_22,hydroelectric,02-oriental,0.00,0.00,,,1.00,12.30,A_partir_de_2019,12.30,,,1251.00,optimization,,,39-grijalva
ch_pp_23,hydroelectric,03-occidental,0.00,0.00,,,1.00,11.50,A_partir_de_2019,11.50,,,1252.00,optimization,,,26-salamanca
ch_pp_24,hydroelectric,02-oriental,0.00,0.00,,,1.00,16.90,A_partir_de_2019,16.90,,,1253.00,optimization,,,38-tabasco
ch_pp_25,hydroelectric,02-oriental,0.00,0.00,,,1.00,2.30,A_partir_de_2019,2.30,,,1254.00,optimization,,,32-poza_rica
ch_pp_26,hydroelectric,03-occidental,0.00,0.00,,,1.00,2.30,A_partir_de_2019,2.30,,,1255.00,optimization,,,27-manzanillo
ch_pp_27,hydroelectric,03-occidental,0.00,0.00,,,1.00,2.70,A_partir_de_2019,2.70,,,1256.00,optimization,,,27-manzanillo
imp_04,import_natural_gas,06-noreste,9.60,0.00,,,5.50,2.90,A_partir_de_2019,2.90,,,1257.00,optimization,gn_altam,natural_gas,21-guemez
imp_05,import_natural_gas,08-baja_california,9.60,0.00,,,5.50,2.90,A_partir_de_2019,2.90,,,1258.00,optimization,g_i_jovibn,natural_gas,48-mexicali
imp_06,import_natural_gas,08-baja_california,9.60,0.00,,,5.50,2.00,A_partir_de_2019,2.00,,,1259.00,optimization,g_i_jovibn,natural_gas,46-tijuana
imp_07,import_natural_gas,08-baja_california,9.60,0.00,,,5.50,5.90,A_partir_de_2019,5.90,,,1260.00,optimization,g_i_jovibn,natural_gas,46-tijuana
imp_03,import_natural_gas,03-occidental,9.60,0.00,,,5.50,9.80,A_partir_de_2019,9.80,,,1261.00,optimization,g_sauzqro,natural_gas,25-san_luis_potosi
imp_08,import_natural_gas,08-baja_california,9.60,0.00,,,5.50,1.00,A_partir_de_2019,1.00,,,1262.00,optimization,g_i_jovibn,natural_gas,46-tijuana
imp_09,import_natural_gas,08-baja_california,9.60,0.00,,,5.50,1.00,A_partir_de_2019,1.00,,,1263.00,optimization,g_i_jovibn,natural_gas,46-tijuana
imp_10,import_natural_gas,03-occidental,9.60,0.00,,,5.50,29.30,A_partir_de_2019,29.30,,,1264.00,optimization,g_sauzqro,natural_gas,25-san_luis_potosi
imp_11,import_natural_gas,06-noreste,9.60,0.00,,,5.50,2.00,A_partir_de_2019,2.00,,,1265.00,optimization,gn_altam,natural_gas,15-matamoros
imp_12,import_natural_gas,08-baja_california,9.60,0.00,,,5.50,2.00,A_partir_de_2019,2.00,,,1266.00,optimization,g_i_jovibn,natural_gas,46-tijuana
imp_13,import_natural_gas,08-baja_california,9.60,0.00,,,5.50,3.10,A_partir_de_2019,3.10,,,1267.00,optimization,g_i_jovibn,natural_gas,46-tijuana
imp_14,import_natural_gas,08-baja_california,9.60,0.00,,,5.50,2.30,A_partir_de_2019,2.30,,,1268.00,optimization,g_i_jovibn,natural_gas,48-mexicali
cn_cfe_01,nuclear_uranium,02-oriental,10.30,0.00,,,11.40,106.20,2016.00,106.20,,,1269.00,rehabilitation_modernization,nuc,uranium,33-veracruz
cn_gco_01,nuclear_uranium,02-oriental,10.30,0.00,,,11.40,1312.70,A_partir_de_2019,1312.70,,,1270.00,generic_project,nuc,uranium,33-veracruz
cn_gco_02,nuclear_uranium,02-oriental,10.30,0.00,,,11.40,1312.70,A_partir_de_2019,1312.70,,,1271.00,generic_project,nuc,uranium,33-veracruz
cn_gco_03,nuclear_uranium,02-oriental,10.30,0.00,,,11.40,1312.70,A_partir_de_2019,1312.70,,,1272.00,generic_project,nuc,uranium,33-veracruz
cn_gco_04,nuclear_uranium,02-oriental,10.30,0.00,,,11.40,1312.70,A_partir_de_2019,1312.70,,,1273.00,generic_project,nuc,uranium,33-veracruz
cn_gco_05,nuclear_uranium,02-oriental,10.30,0.00,,,11.40,1312.70,A_partir_de_2019,1312.70,,,1274.00,generic_project,nuc,uranium,33-veracruz
cs_aut_01,solar,01-central,0.00,0.00,,,0.00,20.00,2016.00,20.00,,,1275.00,firm_project,,,31-central
cs_aut_10,solar,05-norte,0.00,0.00,,,0.00,20.00,2016.00,20.00,,,1276.00,firm_project,,,08-moctezuma
cs_aut_19,solar,05-norte,0.00,0.00,,,0.00,6.40,2017.00,6.40,,,1277.00,firm_project,,,08-moctezuma
cs_aut_41,solar,02-oriental,0.00,0.00,,,0.00,1.00,A_partir_de_2019,1.00,,,1278.00,optimization,,,32-poza_rica
cs_aut_42,solar,04-noroeste,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1279.00,optimization,,,04-los_mochis
cs_aut_28,solar,04-noroeste,0.00,0.00,,,0.00,100.00,A_partir_de_2019,100.00,,,1280.00,optimization,,,01-hermosillo
cs_aut_23,solar,04-noroeste,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1281.00,optimization,,,01-hermosillo
cs_aut_24,solar,04-noroeste,0.00,0.00,,,0.00,50.00,A_partir_de_2019,50.00,,,1282.00,optimization,,,01-hermosillo
cs_aut_25,solar,04-noroeste,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1283.00,optimization,,,01-hermosillo
cs_aut_26,solar,04-noroeste,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1284.00,optimization,,,01-hermosillo
cs_aut_12,solar,04-noroeste,0.00,0.00,,,0.00,40.00,A_partir_de_2019,40.00,,,1285.00,optimization,,,01-hermosillo
cs_aut_35,solar,05-norte,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1286.00,optimization,,,07-juarez
cs_aut_43,solar,04-noroeste,0.00,0.00,,,0.00,10.00,A_partir_de_2019,10.00,,,1287.00,optimization,,,03-obregon
cs_aut_44,solar,05-norte,0.00,0.00,,,0.00,150.00,A_partir_de_2019,150.00,,,1288.00,optimization,,,07-juarez
cs_aut_45,solar,05-norte,0.00,0.00,,,0.00,0.80,A_partir_de_2019,0.80,,,1289.00,optimization,,,09-chihuahua
cs_aut_46,solar,02-oriental,0.00,0.00,,,0.00,28.00,A_partir_de_2019,28.00,,,1290.00,optimization,,,35-acapulco
cs_aut_47,solar,05-norte,0.00,0.00,,,0.00,4.00,A_partir_de_2019,4.00,,,1291.00,optimization,,,09-chihuahua
cs_aut_48,solar,05-norte,0.00,0.00,,,0.00,4.00,A_partir_de_2019,4.00,,,1292.00,optimization,,,09-chihuahua
cs_aut_49,solar,05-norte,0.00,0.00,,,0.00,7.00,A_partir_de_2019,7.00,,,1293.00,optimization,,,09-chihuahua
cs_aut_50,solar,03-occidental,0.00,0.00,,,0.00,3.00,A_partir_de_2019,3.00,,,1294.00,optimization,,,26-salamanca
cs_aut_51,solar,05-norte,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1295.00,optimization,,,07-juarez
cs_aut_52,solar,03-occidental,0.00,0.00,,,0.00,1.50,A_partir_de_2019,1.50,,,1296.00,optimization,,,26-salamanca
cs_aut_22,solar,05-norte,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1297.00,optimization,,,11-laguna
cs_aut_36,solar,05-norte,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1298.00,optimization,,,07-juarez
cs_aut_53,solar,05-norte,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1299.00,optimization,,,07-juarez
cs_aut_37,solar,05-norte,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1300.00,optimization,,,07-juarez
cs_aut_54,solar,05-norte,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1301.00,optimization,,,07-juarez
cs_aut_55,solar,06-noreste,0.00,0.00,,,0.00,10.00,A_partir_de_2019,10.00,,,1302.00,optimization,,,17-saltillo
cs_aut_09,solar,04-noroeste,0.00,0.00,,,0.00,125.00,A_partir_de_2019,125.00,,,1303.00,optimization,,,01-hermosillo
cs_aut_11-cs_aut_29_2/,solar,05-norte,0.00,0.00,,,0.00,166.00,A_partir_de_2019,166.00,,,1304.00,optimization,,,08-moctezuma
cs_aut_14,solar,04-noroeste,0.00,0.00,,,0.00,25.00,A_partir_de_2019,25.00,,,1305.00,optimization,,,01-hermosillo
cs_aut_30,solar,05-norte,0.00,0.00,,,0.00,15.20,A_partir_de_2019,15.20,,,1306.00,optimization,,,08-moctezuma
cs_aut_56,solar,03-occidental,0.00,0.00,,,0.00,0.80,A_partir_de_2019,0.80,,,1307.00,optimization,,,23-guadalajara
cs_aut_57,solar,03-occidental,0.00,0.00,,,0.00,200.00,A_partir_de_2019,200.00,,,1308.00,optimization,,,25-san_luis_potosi
cs_aut_58,solar,03-occidental,0.00,0.00,,,0.00,50.00,A_partir_de_2019,50.00,,,1309.00,optimization,,,26-salamanca
cs_aut_27-cs_aut_31_2/,solar,04-noroeste,0.00,0.00,,,0.00,100.00,A_partir_de_2019,100.00,,,1310.00,optimization,,,01-hermosillo
cs_aut_59,solar,06-noreste,0.00,0.00,,,0.00,50.00,A_partir_de_2019,50.00,,,1311.00,optimization,,,16-monterrey
cs_aut_32,solar,04-noroeste,0.00,0.00,,,0.00,26.00,A_partir_de_2019,26.00,,,1312.00,optimization,,,01-hermosillo
cs_aut_60,solar,05-norte,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1313.00,optimization,,,07-juarez
cs_aut_15,solar,04-noroeste,0.00,0.00,,,0.00,40.00,A_partir_de_2019,40.00,,,1314.00,optimization,,,01-hermosillo
cs_aut_61,solar,07-peninsular,0.00,0.00,,,0.00,25.70,A_partir_de_2019,25.70,,,1315.00,optimization,,,42-merida
cs_aut_62,solar,06-noreste,0.00,0.00,,,0.00,44.00,A_partir_de_2019,44.00,,,1316.00,optimization,,,16-monterrey
cs_aut_63,solar,06-noreste,0.00,0.00,,,0.00,2.00,A_partir_de_2019,2.00,,,1317.00,optimization,,,16-monterrey
cs_aut_64,solar,07-peninsular,0.00,0.00,,,0.00,9.90,A_partir_de_2019,9.90,,,1318.00,optimization,,,42-merida
cs_aut_33,solar,05-norte,0.00,0.00,,,0.00,15.20,A_partir_de_2019,15.20,,,1319.00,optimization,,,08-moctezuma
cs_aut_34,solar,04-noroeste,0.00,0.00,,,0.00,20.00,A_partir_de_2019,20.00,,,1320.00,optimization,,,01-hermosillo
cs_aut_65,solar,06-noreste,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1321.00,optimization,,,16-monterrey
cs_gen_02,solar,05-norte,0.00,0.00,,,0.00,35.00,A_partir_de_2019,35.00,,,1322.00,optimization,,,08-moctezuma
cs_aut_39,solar,04-noroeste,0.00,0.00,,,0.00,0.90,A_partir_de_2019,0.90,,,1323.00,optimization,,,01-hermosillo
cs_aut_66,solar,06-noreste,0.00,0.00,,,0.00,19.80,A_partir_de_2019,19.80,,,1324.00,optimization,,,17-saltillo
cs_aut_67,solar,03-occidental,0.00,0.00,,,0.00,1.10,A_partir_de_2019,1.10,,,1325.00,optimization,,,23-guadalajara
cs_aut_68,solar,03-occidental,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1326.00,optimization,,,30-queretaro
cs_aut_69,solar,04-noroeste,0.00,0.00,,,0.00,0.70,A_partir_de_2019,0.70,,,1327.00,optimization,,,03-obregon
cs_aut_70,solar,03-occidental,0.00,0.00,,,0.00,1.40,A_partir_de_2019,1.40,,,1328.00,optimization,,,30-queretaro
cs_aut_71,solar,03-occidental,0.00,0.00,,,0.00,60.00,A_partir_de_2019,60.00,,,1329.00,optimization,,,30-queretaro
cs_aut_72,solar,05-norte,0.00,0.00,,,0.00,8.00,A_partir_de_2019,8.00,,,1330.00,optimization,,,07-juarez
cs_aut_38,solar,05-norte,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1331.00,optimization,,,07-juarez
cs_aut_73,solar,03-occidental,0.00,0.00,,,0.00,0.30,A_partir_de_2019,0.30,,,1332.00,optimization,,,24-aguascalientes
cs_aut_74,solar,05-norte,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1333.00,optimization,,,09-chihuahua
cs_aut_75,solar,05-norte,0.00,0.00,,,0.00,28.00,A_partir_de_2019,28.00,,,1334.00,optimization,,,07-juarez
cs_aut_40,solar,04-noroeste,0.00,0.00,,,0.00,10.00,A_partir_de_2019,10.00,,,1335.00,optimization,,,01-hermosillo
cs_aut_76,solar,03-occidental,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1336.00,optimization,,,30-queretaro
cs_aut_77,solar,03-occidental,0.00,0.00,,,0.00,12.00,A_partir_de_2019,12.00,,,1337.00,optimization,,,26-salamanca
cs_pp_91,solar,04-noroeste,0.00,0.00,,,0.00,70.90,A_partir_de_2019,70.90,,,1338.00,optimization,,,01-hermosillo
cs_aut_78,solar,03-occidental,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1339.00,optimization,,,26-salamanca
cs_aut_21,solar,09-baja_california_sur-la_paz,0.00,0.00,,,0.00,20.00,A_partir_de_2019,20.00,,,1340.00,optimization,,,52-los_cabos
cs_aut_20,solar,09-baja_california_sur-la_paz,0.00,0.00,,,0.00,1.90,A_partir_de_2019,1.90,,,1341.00,optimization,,,51-la_paz
cs_cfe_02,solar,10-baja_california_sur-mulege,0.00,0.00,,,0.00,4.00,2017.00,4.00,,,1342.00,firm_project,,,53-mulege
cs_gen_01,solar,05-norte,0.00,0.00,,,0.00,150.00,2017.00,150.00,,,1343.00,firm_project,,,11-laguna
cs_gen_03,solar,03-occidental,0.00,0.00,,,0.00,15.90,A_partir_de_2019,15.90,,,1344.00,optimization,,,24-aguascalientes
cs_gco_16,solar,03-occidental,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1345.00,generic_project,,,24-aguascalientes
cs_gco_17,solar,03-occidental,0.00,0.00,,,0.00,100.00,A_partir_de_2019,100.00,,,1346.00,generic_project,,,24-aguascalientes
cs_gco_18,solar,03-occidental,0.00,0.00,,,0.00,100.00,A_partir_de_2019,100.00,,,1347.00,generic_project,,,28-carapan
cs_gco_19,solar,05-norte,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1348.00,generic_project,,,09-chihuahua
cs_gco_20,solar,05-norte,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1349.00,generic_project,,,09-chihuahua
cs_gco_21,solar,05-norte,0.00,0.00,,,0.00,100.00,A_partir_de_2019,100.00,,,1350.00,generic_project,,,09-chihuahua
cs_gco_08,solar,05-norte,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1351.00,generic_project,,,10-durango
cs_gco_09,solar,05-norte,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1352.00,generic_project,,,10-durango
cs_gco_10,solar,05-norte,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1353.00,generic_project,,,10-durango
cs_gco_11,solar,05-norte,0.00,0.00,,,0.00,100.00,A_partir_de_2019,100.00,,,1354.00,generic_project,,,10-durango
cs_gco_05,solar,05-norte,0.00,0.00,,,0.00,100.00,A_partir_de_2019,100.00,,,1355.00,generic_project,,,10-durango
cs_gco_14-cs_gco_15_2/,solar,08-baja_california,0.00,0.00,,,0.00,100.00,A_partir_de_2019,100.00,,,1356.00,generic_project,,,47-ensenada
cs_gco_01,solar,04-noroeste,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1357.00,generic_project,,,01-hermosillo
cs_gco_02-cs_gco_13_2/,solar,04-noroeste,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1358.00,generic_project,,,01-hermosillo
cs_gco_03,solar,04-noroeste,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1359.00,generic_project,,,01-hermosillo
cs_gco_04,solar,04-noroeste,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1360.00,generic_project,,,01-hermosillo
cs_gco_06-cs_gco_12_2/,solar,04-noroeste,0.00,0.00,,,0.00,100.00,A_partir_de_2019,100.00,,,1361.00,generic_project,,,01-hermosillo
cs_gco_07,solar,04-noroeste,0.00,0.00,,,0.00,100.00,A_partir_de_2019,100.00,,,1362.00,generic_project,,,01-hermosillo
cs_gco_22,solar,04-noroeste,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1363.00,generic_project,,,04-los_mochis
cs_gco_23,solar,04-noroeste,0.00,0.00,,,0.00,100.00,A_partir_de_2019,100.00,,,1364.00,generic_project,,,04-los_mochis
cs_gco_24,solar,07-peninsular,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1365.00,generic_project,,,42-merida
cs_gco_25,solar,10-baja_california_sur-mulege,0.00,0.00,,,0.00,30.00,A_partir_de_2019,30.00,,,1366.00,generic_project,,,53-mulege
cs_gco_26,solar,10-baja_california_sur-mulege,0.00,0.00,,,0.00,4.00,A_partir_de_2019,4.00,,,1367.00,generic_project,,,53-mulege
cs_gco_27,solar,03-occidental,0.00,0.00,,,0.00,100.00,A_partir_de_2019,100.00,,,1368.00,generic_project,,,26-salamanca
cs_otr_01,solar,07-peninsular,0.00,0.00,,,0.00,30.00,2016.00,30.00,,,1369.00,firm_project,,,44-chetumal
cs_otr_11,solar,06-noreste,0.00,0.00,,,0.00,125.00,2018.00,125.00,,,1370.00,firm_project,,,16-monterrey
cs_otr_12,solar,04-noroeste,0.00,0.00,,,0.00,125.00,2018.00,125.00,,,1371.00,firm_project,,,01-hermosillo
cs_otr_02,solar,05-norte,0.00,0.00,,,0.00,50.00,2016.00,50.00,,,1372.00,firm_project,,,10-durango
cs_otr_03,solar,06-noreste,0.00,0.00,,,0.00,100.00,2016.00,100.00,,,1373.00,firm_project,,,17-saltillo
cs_otr_06,solar,06-noreste,0.00,0.00,,,0.00,100.00,2017.00,100.00,,,1374.00,firm_project,,,17-saltillo
cs_otr_17,solar,06-noreste,0.00,0.00,,,0.00,100.00,2018.00,100.00,,,1375.00,firm_project,,,17-saltillo
cs_otr_04,solar,07-peninsular,0.00,0.00,,,0.00,30.00,2016.00,30.00,,,1376.00,firm_project,,,44-chetumal
cs_otr_05,solar,06-noreste,0.00,0.00,,,0.00,10.00,2016.00,10.00,,,1377.00,firm_project,,,21-guemez
cs_otr_07,solar,03-occidental,0.00,0.00,,,0.00,63.00,2018.00,63.00,,,1378.00,auction_projects,,,24-aguascalientes
cs_otr_08,solar,03-occidental,0.00,0.00,,,0.00,207.00,2018.00,207.00,,,1379.00,auction_projects,,,30-queretaro
cs_otr_09,solar,05-norte,0.00,0.00,,,0.00,250.00,2018.00,250.00,,,1380.00,auction_projects,,,11-laguna
cs_otr_10,solar,05-norte,0.00,0.00,,,0.00,330.00,2018.00,330.00,,,1381.00,auction_projects,,,11-laguna
cs_otr_13,solar,07-peninsular,0.00,0.00,,,0.00,70.00,2018.00,70.00,,,1382.00,auction_projects,,,42-merida
cs_otr_14,solar,03-occidental,0.00,0.00,,,0.00,100.00,2018.00,100.00,,,1383.00,auction_projects,,,24-aguascalientes
cs_otr_15,solar,07-peninsular,0.00,0.00,,,0.00,18.00,2018.00,18.00,,,1384.00,auction_projects,,,42-merida
cs_otr_16,solar,07-peninsular,0.00,0.00,,,0.00,30.00,2018.00,30.00,,,1385.00,auction_projects,,,42-merida
cs_otr_18,solar,03-occidental,0.00,0.00,,,0.00,100.00,2018.00,100.00,,,1386.00,auction_projects,,,30-queretaro
cs_otr_19,solar,07-peninsular,0.00,0.00,,,0.00,500.00,2018.00,500.00,,,1387.00,auction_projects,,,42-merida
cs_pp_05,solar,03-occidental,0.00,0.00,,,0.00,30.00,2017.00,30.00,,,1388.00,firm_project,,,24-aguascalientes
cs_pp_06,solar,03-occidental,0.00,0.00,,,0.00,30.00,2017.00,30.00,,,1389.00,firm_project,,,24-aguascalientes
cs_pp_08,solar,03-occidental,0.00,0.00,,,0.00,30.00,2017.00,30.00,,,1390.00,firm_project,,,24-aguascalientes
cs_pp_09,solar,03-occidental,0.00,0.00,,,0.00,30.00,2017.00,30.00,,,1391.00,firm_project,,,24-aguascalientes
cs_pp_10,solar,04-noroeste,0.00,0.00,,,0.00,20.00,2016.00,20.00,,,1392.00,firm_project,,,02-cananea
cs_pp_12,solar,05-norte,0.00,0.00,,,0.00,29.40,2017.00,29.40,,,1393.00,firm_project,,,09-chihuahua
cs_pp_55,solar,05-norte,0.00,0.00,,,0.00,29.40,2017.00,29.40,,,1394.00,firm_project,,,07-juarez
cs_pp_01,solar,07-peninsular,0.00,0.00,,,0.00,18.00,2017.00,18.00,,,1395.00,firm_project,,,42-merida
cs_pp_13,solar,04-noroeste,0.00,0.00,,,0.00,30.00,2016.00,30.00,,,1396.00,firm_project,,,01-hermosillo
cs_pp_40,solar,04-noroeste,0.00,0.00,,,0.00,30.00,2016.00,30.00,,,1397.00,firm_project,,,01-hermosillo
cs_pp_14,solar,04-noroeste,0.00,0.00,,,0.00,29.10,2016.00,29.10,,,1398.00,firm_project,,,01-hermosillo
cs_pp_56,solar,03-occidental,0.00,0.00,,,0.00,30.00,2017.00,30.00,,,1399.00,firm_project,,,30-queretaro
cs_pp_41,solar,05-norte,0.00,0.00,,,0.00,30.00,2016.00,30.00,,,1400.00,firm_project,,,09-chihuahua
cs_pp_42,solar,04-noroeste,0.00,0.00,,,0.00,30.00,2016.00,30.00,,,1401.00,firm_project,,,01-hermosillo
cs_pp_43,solar,05-norte,0.00,0.00,,,0.00,30.00,2016.00,30.00,,,1402.00,firm_project,,,08-moctezuma
cs_pp_16,solar,04-noroeste,0.00,0.00,,,0.00,30.00,2017.00,30.00,,,1403.00,firm_project,,,01-hermosillo
cs_pp_44,solar,03-occidental,0.00,0.00,,,0.00,30.00,2016.00,30.00,,,1404.00,firm_project,,,30-queretaro
cs_pp_45,solar,03-occidental,0.00,0.00,,,0.00,30.00,2016.00,30.00,,,1405.00,firm_project,,,30-queretaro
